Item_ID	Prefix	Noun	Verb	Habitual	Sentence	Context
120004:11	my latest one	one	is	one	now my latest one is classic cars.	###that's correct.###well, what are your hobbies *t*-1?###speakera19.###well, i, i kind of have hobby fads, i guess 0 *t*-1.###speakerb20.###uh-huh.###speakera21.###when i was growing up *t*-1 i was, was into coin collecting,###and that dropped off about the time 0 i hit puberty *t*-1, i guess,###and then, my hobbies in high school went just to the sports.
120206:4	tibby	tibby	is	tibby	tibby is the dog	###yes,###i have a dog and cat now.###speakera5.###oh, what are their names *t*-1?###speakerb6.###tibby and liberty.###speakera7.###which is the dog *t*-1###and which is the cat *t*-2?###speakerb8.
120207:6	liberty	liberty	is	liberty	and liberty is the cat.	###i have a dog and cat now.###speakera5.###oh, what are their names *t*-1?###speakerb6.###tibby and liberty.###speakera7.###which is the dog *t*-1###and which is the cat *t*-2?###speakerb8.###tibby is the dog
120436:48	my biggest memory	memory	is	memory	i guess 0 our, our, my biggest memory is when we froze to death *t*-1.	###um, * tell me some about your camping experiences, carolyn.###speakerb2.###well, um, i have gone to girl's camp a few times, as a, you know, a chaperon or a leader, whatever###speakera3.###okay.###speakerb4.###and, uh, i enjoy camping.###i,### we ha-, we have a tent,###and we've gone, even with our family a few times out *-1 camping and have a camp stove, um,
120446:49	april	april	is	april	we went fairly early in the season for this area, which *t*-1 is probably april is when we went *t*-2,	###i guess 0 our, our, my biggest memory is when we froze to death *t*-1.###speakera5.###speakerb6.###we just didn't take enough blankets and whatever.###speakera7.### wh-, where do you go *-1 camping at *t*-2 around here?###speakerb8.###speakera9.###speakerb10.###uh, we went *-1 camping at, uh, lake bonham, which *t*-2 is, is pretty close here. um,
120521:8	the hiking	hiking	is	hiking	and the hiking is just really great.	###uh,###speakera29.###* go ahead.###speakerb30.###we used *-1 to live in utah###speakera31.###okay.###speakerb32.###and, uh, of course, there's lots of mountains *ich*-1 *ich*-3 around there 0 * to camp in *t*-2, and, and streams and stuff.### that's, that's a great place 0 * to go *-1 camping *t*-2,
120650:19	my mom	mom	comes	mom	and so then last week my mom comes in town,	###speakera17.###that's right.###but i had recently gone out and planted mums.###we had decided *-1 to paint the front of the house about three weeks ago,###and so while my husband was painting i went out and bought about fifty dollars worth of mums over at calloway's###speakerb18.###uh-huh.###speakera19.###and * put out yellow and bronze###and they're just gorgeous,
120690:41	every august	august	is	august	so the most careful thing 0 we do *t*-1 on our yard every august is * put down that diazinon.	###speakerb28.###yeah.###speakera29.###speakerb30.###yeah.###speakera31.###and we pulled up almost half of our yard just by *-1 raking it,###it would just come off in the rake, down to the dirt.###so we had *-1 to go out and resod the whole thing with squares and wet it and put it down and rope it off and everything.###it took a lot of money and a lot of time,
120726:16	every yard	yard	has	yard	they said that every yard has some	###speakera41.###uh-huh.###speakerb42.###and some people call them may beetles.###speakera43.###yeah,###june bugs is what i'd heard them called *-2 *t*-1,###speakerb44.###speakera45.###so any how, occasionally i find them in the flower beds.
120804:4	pittosporum	pittosporum	is	pittosporum	pittosporum is kind of borderline here	###and all those variegated, uh, things died.###so we pretty much go with that dwarf yaupon and that yaupon holly,###and they just live,###speakerb72.###yeah,###they're pretty tough, uh,###speakera73.###yeah,### you can, you can stand those.###speakerb74.
120817:30	wax leaf ligustrum	ligustrum	is	ligustrum	oh, wax leaf, wax leaf ligustrum is the same way.	###speakerb76.###and usually it'll do pretty well,###but, uh, you know, every once in a while we get one of these really cold deals###speakera77.###yeah.###speakerb78.###and it zaps it.###speakera79.###well it's kind of like one of these,###speakerb80.
120831:6	your list	list	is	list	your list is growing,	### that, they, they warned me of that one finally.###and i said, you know, you need *-1 to either read neal sperry's book before you shop or get a reputable nursery, because lot of places that *t*-2 would, are just trying *-3 to sell whatever *ich*-5 *t*-4 was pretty out there,###and we didn't know the difference.###and every year we learn one more thing *ich*-2 that we didn't know *t*-1 before. like about these mums.###speakerb82.###yeah.###speakera83.###okay,###next year, i'll do pansies.###speakerb84.
120845:20	our backyard	backyard	is	backyard	so, it's like our backyard is just kind of like,	###and so, it was about,###i guess 0 he's three now,###so the first summer 0 he was here *t*-1 he dug up all of my bushes and plants and brought them to the front door and the back door and laid them on the patio.###speakerb86.###oh, yeah,###oh, gee.###speakera87.###speakerb88.###um.###speakera89.
120897:37	our money	money	is	money	i, i just sometimes wonder if our money is being used *-1 in the best way.	###they kind of came out *-1 looking like gourds.###speakera107.###well, * put them in a salad, though,###and you say, well, i made it though,###at least it's mine.###speakerb108.###but i had squash,###i had zucchini and, and yellow crook neck squash,###speakera1.###uh, i guess 0 *t*-2 my personal opinion, i, i don't mind *-1 paying taxes necessarily.
120981:8	our sales tax	tax	is	tax	our sales tax is like eight percent,	###so.###gas, i don't know about you guys,###but there's probably at least about twenty-five to, to thirty cents of different taxes on, on our gas.###speakerb26.###right.###speakera27.###and you don't realize,###speakerb28.###yeah,###we got a sales tax.
120982:26	our gas tax	tax	is	tax	and i don't know what our gas tax is *t*-1.	###gas, i don't know about you guys,###but there's probably at least about twenty-five to, to thirty cents of different taxes on, on our gas.###speakerb26.###right.###speakera27.###and you don't realize,###speakerb28.###yeah,###we got a sales tax.###our sales tax is like eight percent,
120990:44	your money	money	is	money	it's just, i mean, 0 you can see that your money is just not going that far.	###we got a sales tax.###our sales tax is like eight percent,###and i don't know what our gas tax is *t*-1.###i think 0 it's somewhere around twenty five cents a gallon.###speakera29.###yeah.###speakerb30.###so. i mean, they're hitting us up,###and they may not raise it, you know, federally as much one year,###but then they'll raise it *ich*-1 somewhere in the state or the sales tax or property tax or whatever.
121078:11	texas	texas	is	texas	gardening in texas is really interesting, though.	###speakerb28.###and i really feel bad about it,###it's a plant that we've had *t*-1 for probably twenty-five years that these were cuttings off of *t*-2, you know.###speakera29.###yeah.###speakerb30.###speakera31.###yeah.###speakerb32.###so, they're all gone at this point.
121083:13	texas	texas	is	texas	and, um, texas is just so hot *ich*-1 in the summer and so dry,	###speakerb30.###speakera31.###yeah.###speakerb32.###so, they're all gone at this point.###gardening in texas is really interesting, though.###i grew up in illinois###speakera33.###yeah.###speakerb34.
121104:72	their grass	grass	is	grass	when i go back home to my parents in illinois in the winter *t*-1, you know, and their grass is fairly green.	###uh-huh.###speakerb40.###and in the winter it turns as brown as a grocery sack###speakera41.###right,###yeah.###speakerb42.### and, and i just think 0 it's ugly.###speakera43.###speakerb44.
121110:33	centipede grass	grass	is	grass	i think 0 the saint augustine and, uh, centipede grass is another one 0 you have quite a bit of *t*-1 down there	###speakerb42.### and, and i just think 0 it's ugly.###speakera43.###speakerb44.###when i go back home to my parents in illinois in the winter *t*-1, you know, and their grass is fairly green.###speakera45.###uh-huh.###yeah,###that's one, one aspect of a lot of those grasses,###they go dormant.
121153:4	houston	houston	is	houston	houston is a lot, um, a lot wetter than, than dallas, dallas area,	###and, uh, that particular year they had just tons of rain, you know,###it was raining continuously.###speakerb58.###uh-huh.###speakera59.###and then, i know 0 with all that moisture, a lot of the lawns get a lot of disease problems.###speakerb60.###yes,###that's true.###yeah,
121154:15	plano	plano	is	plano	that's where plano is *t*-1,	###it was raining continuously.###speakerb58.###uh-huh.###speakera59.###and then, i know 0 with all that moisture, a lot of the lawns get a lot of disease problems.###speakerb60.###yes,###that's true.###yeah,###houston is a lot, um, a lot wetter than, than dallas, dallas area,
121188:6	my daughter	daughter	says	daughter	my daughter says nine oh two one oh.	###speakera4.###that's one of my old favorites.###um, and that's,###i'm being beeped *-1,###so i'll just ignore it.###um, and now, i, i did like thirty something###speakerb5.###uh-huh.###speakera6.###oh, yes,
121215:28	life	life	goes	life	and then sunday nights we watch, uh, life goes on.	###speakerb11.###yeah,###it's a good show.###i like murphy brown and designing women, too.###speakera12.###oh, yeah,###now see, i, we are so busy with,###all of our kids are in sports,###and i hardly ever watch t v,###but that's one that, that we watch *t*-1.
121230:17	becca	becca	likes	becca	that one kid that becca likes *t*-1 he has aids.	###speakera14.###very good.###did you see the one on sunday?###speakerb15.###yes,###it was a, uh, uh###i did miss that sunday,###no###i didn't.###speakera16.
121242:6	what time	time	is	time	what time is it *t*-1 there?	###yeah,###it's a good episode.###speakera18.###speakerb19.###yeah,### the, the new character on there did.###speakera20.###right,###right.###all the way to north carolina.
121264:6	matlock	matlock	is	matlock	and matlock is another good one 0 i watch *t*-1.	###what else do you like *t*-1?###speakerb25.###uh, * let's see,###i like a lot of different shows.###* let's see,###um, i like murder, she wrote *t*-1.### that's, that's,###speakera26.###oh, i never, i never watched that ever in my entire life.###speakerb27.
121398:11	jan hooks	hooks	has	hooks	and then jan hooks has taken charlene's part.	###oh, yeah, oh.###speakerb71.###i don't like her on it,###i never have liked her,###so.###speakera72.###well, i, i just know which one she is *t*-1.###i don't, you know.###speakerb73.###she's taken the suzanne's part,
121408:5	life	life	goes	life	life goes on comes on about the time that we eat dinner *t*-1,	###and then jan hooks has taken charlene's part.###speakera74.###charlene was delta burke?###speakerb75.###charlene was jean smart, the blond headed.###speakera76.###oh, okay,###well, see, i never watch that one either.###i really don't watch a whole lot of t v,###just, you know, on sunday nights,
121666:19	a fajita	fajita	is	fajita	do you know what a fajita is *t*-1?	###and get the recipe from them or whatever.###and we are just getting interested in, in mexican food###because here in texas they have lots of, really good mexican restaurants###speakera82.###uh-huh.###speakerb83.###and, um, we're, we're just getting into the fajitas and all that stuff that you could,###speakera84.###sure.###speakerb85.
121724:6	capital punishment	punishment	is	punishment	capital punishment is necessary in, in many cases	###uh, i, uh, i guess 0, i, i hate *-1 to see anyone die, uh###speakerb6.###uh-huh.###speakera7.###but, uh, i guess 0 these people that *t*-1 go around and, and kill children and women *ich*-4 and everything else without any remorse, uh, i don't think 0 they deserve *-2 to, to live and be supported *-3 by us the rest of their lives.###speakerb8.### i, i agree.### i, i'm,###capital### the, the,
121854:27	jurisprudence	jurisprudence	is	jurisprudence	unfortunately the way 0 our system of jurisprudence is set *-1 up *t*-2, um, you only receive the death penalty for capital crimes,	###speakera55.###just for pleasure too###and i guess 0 you've got *-1 to look at something like that.###speakerb56.###yes.###speakera57.###do they deserve *-1 to, uh, remain on this earth too?###speakerb58.###why, you know, y-, y-, you could carry it to that if, uh, if they are a repeat offender### and, and you know that as soon as you let them out on the streets they are going *-1 to do this.
121934:8	your privacy	privacy	is	privacy	so your privacy is invaded *-1 probably by other members of the family.	###oh, goodness.### are you stil-, do you live at home with your parents?###speakerb24.###yes.###uh-huh.###speakera25.###uh-huh.###speakerb26.###yeah.###speakera27.
122007:6	this lady	lady	does	lady	this lady does that to me at work when i'm taking an order or something *t*-1,	###but i stopped *-1 doing that a long time ago,###speakera55.###speakerb56.###and they still do it to me.###speakera57.###even it, in the office i, uh, find that people walk up### and, and when you're on a conversation *t*-1 instead of *-2 walking off or just making themselves busy, they'll stand there and listen to what you say *t*-3 until you hang up.###speakerb58.###oh, like, s-,###yeah,
122196:11	my dad	dad	lives	dad	uh, my dad lives in the state capital, which *t*-1 is pierre	###yeah.###speakerb18.###uh, it was, it was believable.###speakera19.### i, uh, i just moved down *ich*-1, in fact, from south dakota in, in june,###and that's when the movie was filmed *-1 *t*-2,###speakerb20.###uh-huh.###speakera21.###and, uh, we, when, when the movie came out *t*-1, we went,
122393:6	a lot	lot	has	lot	a lot has *-1 to do with how the kids were raised *-2 *t*-3 at home.	### i, i, i guess that in, uh,###* talking on a lot of the things as far as the discipline in the schools, i, i think 0 they're expecting schools to discipline the kids###and, uh, i think 0 it should go right back to the parents.###if you don't train your kids right then.###speakerb22.###right.###speakera23.###speakerb24.###right.###i feel the same way.
122441:32	college	college	has	college	i know 0 one of my physics professors at college has addressed this.	###i know 0 a lot, a lot of,###if you have more money it's just logical that you can provide a better school system.###speakera37.###uh-huh.###speakerb38.###and, unfortunately, there's not many places 0 * to get that money *t*-1.###speakera39.###yeah.###speakerb40.###then if you don't have qualified teachers in the different mumblex,
122574:35	my game	game	is	game	and i-, inevitably one facet of my game isn't working at one time or another.	###uh-huh.###speakerb24.###and then i see how close *ich*-1 i can come *t*-2 to that.###speakera25.###right.###yeah,###you always work on *-2 trying *-1 to improve each day###and,###speakerb26.###yeah,
122650:4	something	something	is	something	something is coming through now	###speakerb52.###we have cold.###speakera53.###yeah.###speakerb54.###usually january and the first two weeks of february.###speakera55.###well, i wish 0 that's all 0 we had *t*-1.###speakerb56.###but, uh, last week we were in the seventies.
122903:23	the first one	one	is	one	the, the first one is 0 we need people *ich*-2 in there that, that *t*-1 understand, uh, numbers. the numbers that *t*-3 are being thrown *-4 around when, when we're talking in trillions of dollars. uh, which *t*-5 is an astronomical sum *t*-6	###right.###speakerb82.###and that's true.###i think, uh, you know,###we've gotten different programs at work, you know, *-2 to, to, uh, make it *exp*-1 visible to management that we are doing things better,###speakera1.###well, i don't know what * to do *t*-1 about the federal budget.###um, there certainly have been ideas surfaced *, uh, recently, uh, matter of fact repeatedly by many people###and i sort of wondered what your, what thoughts you had *t*-1 on that area.###speakerb2.
122907:64	that number	number	means	number	and, and the people that *t*-1 are talking this numbers have no concept of what that number means *t*-2.	###we've gotten different programs at work, you know, *-2 to, to, uh, make it *exp*-1 visible to management that we are doing things better,###speakera1.###well, i don't know what * to do *t*-1 about the federal budget.###um, there certainly have been ideas surfaced *, uh, recently, uh, matter of fact repeatedly by many people###and i sort of wondered what your, what thoughts you had *t*-1 on that area.###speakerb2.### the, the first one is 0 we need people *ich*-2 in there that, that *t*-1 understand, uh, numbers. the numbers that *t*-3 are being thrown *-4 around when, when we're talking in trillions of dollars. uh, which *t*-5 is an astronomical sum *t*-6###speakera3.###uh-huh.###speakerb4.
123018:13	the problem	problem	is	problem	part of the problem is 0 we don't loan from ourselves.	###uh-huh.###speakerb48.###uh, i, i forget the figures on the interest rate###but it's something like, uh, hundreds of thousands of dollars a second in interest.###speakera49.###uh-huh.###speakerb50.###speakera51.###yeah.###speakerb52.
123043:18	our budget	budget	is	budget	and you say 0 our budget is x number of percent of this gross national income.	###and, and how will you, make that actually happen *t*-1?###speakerb58.###oh, of course.###sure.###speakera59.###speakerb60.###and then add on to it.###speakera61.###speakerb62.###you take the gross national income
123060:4	nothing	nothing	escapes	nothing	nothing escapes, right?	###speakerb66.###everyone no matter what, pays a ten percent income tax.###speakera67.###yep.###speakerb68.###speakera69.###* sounds like a good idea.###speakerb70.###uh,###speakera71.
123095:8	my favorite team	team	is	team	my favorite team is the pittsburgh steelers.	###so that, that's it.###that's###i mean i, i agree with that###that's a good idea###and is it your expectation that that would raise the total revenues collected * or, or lower them or what?###speakerb82.###i don't know that it would *?* or wouldn't *?*.###speakera1.###so, who's your favorite team *t*-1?###speakerb2.
123208:70	chicago	chicago	has	chicago	it's pretty much going between washington. they are undefeated. and, uh, buffalo, new orleans, and chicago because chicago has only lost twice	###well, do you think 0 they're, they're going *-1 to be able *-2 to make it this year, past the first playoff game?###speakera45.###uh i s-, i sure hope so.###speakerb46.###speakera47.### i'm not sure, i'm not sure who they play *t*-1.###right now i've got it narrowed down to the top four teams.###speakerb48.###who's that *t*-1?###speakera49.
123243:36	their backfield	backfield	is	backfield	the, their, their backfield is really impressive.	###but my brother watched it on t v and said that warren moon was just having an off night,###and if that was an off night i'd hate *-1 to see when he's on a good night *t*-2.###speakerb60.###oh, yeah,### he's he definitely, uh, is one of the best i think 0 *t*-1.###speakera61.###he's,###speakerb62.###speakera63.###yeah,
123279:12	houston	houston	is	houston	well, also houston is, uh, in pittsburgh's division	### i, i watched that game###and, uh, that was, uh,###speakera75.###do you have a favorite between those two?###speakerb76.###well, because i'm right here in dallas i, i kind of pull for dallas.###speakera77.###really?.###speakerb78.###yeah.
123327:6	saint louis	louis	is	louis	saint louis is trying *-1 to get a team.	###um, what cities are they looking at *t*-1?###speakera95.###uh, right now i think 0 this memphis, they're, they're trying *-1 to get the teams.###speakerb96.###uh-huh.###speakera97.###and that's, that's where i was *t*-1 when i saw, uh, houston play *t*-2.###speakerb98.###uh-huh.###speakera99.
123328:9	baltimore	baltimore	is	baltimore	uh, baltimore is trying *-1 to get a team,	###speakera95.###uh, right now i think 0 this memphis, they're, they're trying *-1 to get the teams.###speakerb96.###uh-huh.###speakera97.###and that's, that's where i was *t*-1 when i saw, uh, houston play *t*-2.###speakerb98.###uh-huh.###speakera99.###saint louis is trying *-1 to get a team.
123353:19	saint louis	louis	is	louis	because i know 0 saint louis is much bigger than memphis	###speakerb104.###that would be fun.###i'd like *-1 to see some more teams get in.###speakera105.###i would *?*, definitely.###i think 0 they are supposed *-1 to put two in by either next year or the year after.###and right now i think 0 memphis and, it's memphis and i think baltimore 0 *t*-1 have a really good shot at it.###speakerb106.###uh-huh.###speakera107.
123359:41	memphis	memphis	holds	memphis	it's like the liberty bowl or liberty stadium in memphis holds about sixty-two,	###and right now i think 0 memphis and, it's memphis and i think baltimore 0 *t*-1 have a really good shot at it.###speakerb106.###uh-huh.###speakera107.###because i know 0 saint louis is much bigger than memphis###and when i went up there *t*-1 they were saying that memphis sold more tickets than saint louis did.###speakerb108.###oh, really?###speakera109.###yeah.
123396:51	the average temperature	temperature	has	temperature	i think 0 for about twelve months through september the, the average temperature has been higher than normal each month.	###uh-huh.###speakera11.###but before that, for most of the year, it's been hot and dry.###speakerb12.###yeah.###uh, like september was hot and dry,###october.###speakera13.###um, september really was *?*,###i'm not sure about october.
123428:46	the average, uh, first frost	frost	is	frost	and the average, you know, the average, uh, first frost is like the fifteenth of november here	###really cool.###but all of a sudden, in, in, uh, in october, uh, september, october it got real hot and dry and just stayed that way for a long time.###and, uh, then the end of october it started *-1 rain almost a week without * stopping,###just pouring down, you know.###there were flash floods everywhere,###that kind of deal,###and then uh, into of november, the first, like the second week, uh, you know, the first week actually, we had, we had a freeze,###speakera23.###uh-huh.###speakerb24.
123554:4	nothing	nothing	bothers	nothing	nothing bothers them.	###that's because it, it can't tolerate a freeze this early.###is that right?###speakerb62.###well.###speakera63.###if it would came later it would be all right?###speakerb64.###uh, it, there's some trees like the oaks,###like the white oaks seem *-1 to be pretty hardy.###there's,
123705:17	my mom	mom	does	mom	that's what my mom does *t*-1, labor and delivery.	###yeah,###yeah.###um, i haven't really picked a field.### i haven't, i, i don't know, i've thought a lot about labor and delivery###but i don't know.###speakerb52.###uh-huh.###speakera53.###speakerb54.###* try that.
123772:14	dallas	dallas	is	dallas	i think 0 dallas is pretty scattered.	###speakera79.###so, um,###but, my family's there,###so,###yeah,###i'd like *-1 to go back.###speakerb80.###yeah,###uh, i think 0 texas, san antonio in particular, has got a large, uh, base of hospitals.###uh, i don't know about dallas.
123823:6	my name	name	is	name	my name is, uh, donna donahue,	###speakerb98.###okay.###bye-bye.###speakerb1.###hello.###speakera2.###hi.###speakerb3.###hi.###speakera4.
123827:6	my name	name	is	name	my name is lowell,	###hello.###speakera2.###hi.###speakerb3.###hi.###speakera4.###my name is, uh, donna donahue,###and i live in plano, texas.###speakerb5.###hi.
123837:19	our home	home	is	home	i would say that our home is a very typical home for the area that we live in *t*-1.	###my name is lowell,###and i live in raleigh, north carolina.###speakera6.###oh, okay.###um, do you want *-1 to start###or should i start?###speakerb7.###* go right ahead.###speakera8.###okay, um,
123840:17	my little girl	girl	goes	girl	and, well, my little girl goes to tap dance,	###oh, okay.###um, do you want *-1 to start###or should i start?###speakerb7.###* go right ahead.###speakera8.###okay, um,###i would say that our home is a very typical home for the area that we live in *t*-1.###we have, um, three children,###and, um, they attend the public school here and are very active in a lot of the sports, soccer and baseball
123841:10	my little one	one	goes	one	and my little one goes to preschool	###um, do you want *-1 to start###or should i start?###speakerb7.###* go right ahead.###speakera8.###okay, um,###i would say that our home is a very typical home for the area that we live in *t*-1.###we have, um, three children,###and, um, they attend the public school here and are very active in a lot of the sports, soccer and baseball###and, well, my little girl goes to tap dance,
123879:16	my husband	husband	takes	husband	i know 0 my husband takes an awful lot of time on the weekends, not so much now, but * to, um, maintain the lawn and the edging and the flower beds,	### and so it *exp*-2 was easier * to have a home that *t*-3 didn't exactly that somebody else looks out for the maintenance *t*-1.###speakera20.###* was sort of maintenance free.###speakerb21.###speakera22.###yeah.###speakerb23.###speakera24.###oh yeah,###well, um, that, that sounds, that sounds pretty good for
123949:34	the landscape	landscape	is	landscape	and, and, um, uh, the landscape is much different *ich*-1 here in texas than it is *?*, you know, in the north. um, or even where you are *t*-2.	###as a matter of fact this is a, uh, this particular community that i live in *t*-1 is very wooded.###speakera46.###oh, how pretty.###speakerb47.###it is nice.###speakera48.###i do miss that.###around here in plano there are very few trees###and it's pretty flat and, and kind of barren###and that's the only thing that we don't like *t*-1 about *-2 living in texas, is 0 we miss all the beautiful trees and the fall
123956:18	the home owner's association	association	does	association	but fortunately the home owner's association does all that.	###around here in plano there are very few trees###and it's pretty flat and, and kind of barren###and that's the only thing that we don't like *t*-1 about *-2 living in texas, is 0 we miss all the beautiful trees and the fall### and, and, um, uh, the landscape is much different *ich*-1 here in texas than it is *?*, you know, in the north. um, or even where you are *t*-2.###speakerb49.###uh, we definitely have a lot of trees here.###speakera50.###a lot of leaves 0 * to rake *t*-1 up too, i bet.###speakerb51.###yes
124000:26	social change	change	takes	change	uh, well, i guess 0 social change takes in a, a big category,	###okay,###and * have a happy thanksgiving.###speakerb61.###* thank you,###you too.###speakera62.###bye-bye.###speakerb63.###bye-bye.###speakera1.
124001:76	consideration	consideration	is	consideration	but, uh, i guess 0 the, the one aspect of it that i took *t*-1 in, uh, consideration is more economical.	###and * have a happy thanksgiving.###speakerb61.###* thank you,###you too.###speakera62.###bye-bye.###speakerb63.###bye-bye.###speakera1.###uh, well, i guess 0 social change takes in a, a big category,
124005:61	your dollar	dollar	goes	dollar	i, i know that the amount of, or how far your dollar goes *t*-1 probably more than anything has, has greatly changed.	###speakera62.###bye-bye.###speakerb63.###bye-bye.###speakera1.###uh, well, i guess 0 social change takes in a, a big category,###but, uh, i guess 0 the, the one aspect of it that i took *t*-1 in, uh, consideration is more economical.###speakerb2.###um.###speakera3.
124367:6	a game	game	is	game	a game is a game, you know.	###ryan against ryan,###yeah,###his son pitched for u t###speakera71.###well that is neat.###speakerb72.###and, uh, only, uh, ryan didn't want too much publicity on it because he didn't want his son getting too nervous about this whole thing.###speakera73.###uh-huh.###speakerb74.
124404:8	the halogen	halogen	is	halogen	and the halogen is, uh, an ozone depleter,	###yeah.###speakera8.###speakerb9.###hopefully we're backing off from that a little bit,###but i know 0 we haven't cured it yet by a long shot.###speakera10.###well, i notice 0 on one of these, uh, home shopping networks they were selling these, uh, halogen, uh, fire extinguishers###speakerb11.###yeah.###speakera12.
124436:22	the computer	computer	reads	computer	and, and the computer reads whatever the ionization *ich*-2 is *t*-1 coming out,	###i just moved out of there and was kind of happy 0 i timed it just right,###but they had a new policy where in order * to get your, uh, your license, uh, your car license, uh, renewed *-1, you had *-2 to meet the pollution standards *t*-3###speakerb19.###yeah.###speakera20.###and, uh.###speakerb21.###we have that here, too,###but it's part of the inspection sticker, you know,###they put a probe in your exhaust pipe
124487:62	the combustion	combustion	is	combustion	after you get to like five hundred degrees, * the higher 0 it gets *t*-1 the more complete the combustion is *t*-2.	###uh, i think 0 they're required *-1 in california and oregon and, and washington,###but they've had up those for quite a while,###and somebody's come up with a new one that, uh, *t*-1 sort of,### it's a, it's a catalytic converter,### it's, it's a plate that *t*-1 fits in, you know, into the smoke pipe###speakera38.###yeah.###speakerb39.###and, uh, apparently it sort of feeds itself.###the more smoke 0 *t*-2 is produced *-1, you know,
124540:38	my, uh, college	college	is	college	i was going *-1 to say, 0 my, uh, college is northern state university in aberdeen, south dakota,	###and, it's uh, you know,###i hope 0 we're not too late with it.### we're, we're, uh, we're having all kinds of recycling.###speakera54.###yeah,###well, it, uh,### th-, that's a big thing, too.###i know 0 it has nothing 0 *t*-1 to do with air pollution,###but i kind of look at the way 0 people treat our,###speakera1.
124575:16	a program	program	is	program	how long of a program is that *t*-1?	###and you?###speakerb12.###i'm going to b y u,###and i'm going into nursing###speakera13.###okay.###speakerb14.###so.###speakera15.###well, that sounds interesting.
124614:45	student faculty ratio	ratio	is	ratio	if you're going *-1 to go to a college where student faculty ratio is three and four hundred to one *t*-3, i don't think 0 you're going *-2 to have as meaningful of a college experience as if you're down to the thirty to forty to one.	###speakerb26.###uh-huh.###speakera27.###but.###speakerb28.###so what is your advice to * picking a college *t*-1.###speakera29.###my advice is is, uh, * look for, at the student to faculty ratio, you know,###speakerb30.###speakera31.
124704:16	your advice	advice	is	advice	i think 0 your advice is good.	###and you could get there###and his office hours could, i mean he could have like a nine to eleven in the morning office hours and have forty-two people waiting * to talk to him,###and you still didn't get *-1 to talk to him anyway.###speakerb58.###right,###yeah.###speakera59.###well, what would *t*-1 be your advice to a parent of a child thinking of * attending college?###speakerb60.###oh, man.
124848:25	our only credit card	card	is	card	our, our only credit card is sears,	###uh-huh.###speakera40.###well, now we pretty much just pay cash for as much as we can *?* there.###speakerb41.###uh-huh.###um.###speakera42.###speakerb43.###uh-huh.###speakera44.
124949:4	texas	texas	is	texas	texas is the big one.	###speakera78.###speakerb79.###yeah,###may be, you're the furthest person *ich*-1, actually, that i've talked.###i've talked to a lot of people in texas.###speakera80.###yeah.###speakerb81.###yeah.###speakera82.
125194:6	everybody	everybody	has	everybody	so everybody has a truck	###you know, it's american made too which *t*-1 is good.###speakerb88.###right.###speakera89.###speakerb90.###uh-huh.###speakera91.###um, but i, i've,###ever since i guess i, i was growing up, my dad's always had fords,###and, uh, well, i grew up in south dakota.
125217:21	my initial view	view	is	view	um i guess 0 my initial view is 0 our tax burden *ich*-1 hasn't gone down in recent years despite, our total tax burden, despite tax cuts	###yeah.###speakera99.###so.###speakerb100.###well, i,###yeah,###those are good products also.###um, * let's see,###speakera1.###yes.
125241:80	this year	year	is	year	well, one, one, one of the big tax that *t*-1 has gone up a lot in this year is the social security tax which *t*-2 in principle is going into, into a big trust fund,	###and out of each pay check so much comes out of it,###and you wonder, you know, where's it all going *t*-1###speakera5.###where's it all going *t*-1?###speakerb6.###and we have such a huge, uh, national deficit,### and, and i guess 0 a lot of times there's questions * wondering well, if it's doing a whole lot of good.###i know 0 there's a lot of social programs *ich*-2 out there that *t*-1 need help.###but you kind of always wonder, well where's, where's the money going *t*-1?.###speakera7.
125241:107	principle	principle	is	principle	well, one, one, one of the big tax that *t*-1 has gone up a lot in this year is the social security tax which *t*-2 in principle is going into, into a big trust fund,	###and out of each pay check so much comes out of it,###and you wonder, you know, where's it all going *t*-1###speakera5.###where's it all going *t*-1?###speakerb6.###and we have such a huge, uh, national deficit,### and, and i guess 0 a lot of times there's questions * wondering well, if it's doing a whole lot of good.###i know 0 there's a lot of social programs *ich*-2 out there that *t*-1 need help.###but you kind of always wonder, well where's, where's the money going *t*-1?.###speakera7.
125333:23	topic	topic	is	topic	when you place a call *t*-1 topic is given *-2 to you.	###i mean, um, i, like i don't really recall.###i may have filled out on the, on the form,###but i, i certainly, certainly have the feeling 0 i've been given *-1 topics different from the ones that i mentioned *t*-2 before.###speakerb38.###oh, did you.###see, i haven't placed any calls.###did they automatically assign the topic?###speakera39.###yes,###yes,
125356:6	my name	name	is	name	my name is donna,	###because it's kind of a, it can be a rather controversial subject depend on who you're talking to *t*-1.###speakera45.###uh, many of the subjects are *?*. uh, taxes, taxes especially.###um, one thing that *t*-1 has kept our tax burden high, and this will change somewhat in the next few years is the, is the level of def-, of the defense budget###speakerb46.###exactly.###speakera47.###and that's, that same subject,###speakera1.###hello,
125406:8	our church	church	has	church	and our church has a mother's day out program which they started *t*-1 last year,	###speakera17.###right.###speakerb18.###we haven't quite decided if i'm going *-1 to,###i'm working part time now,###and i don't know if i'll be doing that or what we're going *-1 to do *t*-2.###speakera19.###or staying home.###speakerb20.###but if we do, then i'm going *-1 to need *-2 to find somebody,
